conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,86062E+18;Sun Nov 24 09:42:44 +0000 2024;335;6 Jubir Kantor Komunikasi Presiden: Dedek Prayudi hingga Philips Vermonte. Yth Presiden @prabowo Ini Fungsinya Apa Sih Pak Kok Buang² Anggaran Sementara Rakyatnya Di Peras Lewat Pajak 12 % Mbok Ya Prihatin Dikit Kenapa Lbh Baik Utk Kesejahteraan Rakyat. https://t.co/EvkJEggZGW;1,86062E+18;;;in;DKI Jakarta, Indonesia;6;99;118;https://x.com/MARQUEZ__93/status/1860620054867677613;2385926900;MARQUEZ__93
1,86061E+18;Sun Nov 24 09:04:21 +0000 2024;359;*Suku Primitif yg Hampir Punah tetapi Hafal Al Qur'an.Kisah nya masih Menyayat Hati setelah 79 Tahun Indonesia Merdeka.* Mudah²an Yth.Bapak Presiden Republik Indonesia @prabowo Berkenan Memperhatikan Suku Primitif ini. Jg Yth. Kemenag @Kemenag_RI @muhammadiyah @official_uas https://t.co/OLY4nAvPY1;1,86061E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860610077994196992/pu/img/5fqqUSyuwCvxEsje.jpg;;in;PKU, UPG, KDI, SRG,BNA.;4;7;165;https://x.com/annourcharity/status/1860610397583319077;1,46747E+18;annourcharity
1,86058E+18;Sun Nov 24 07:20:51 +0000 2024;5651;2 Presiden di 2 waktu berbeda. Namun persamaannya sama2 ditempat yg sama dan sama2 membuat kita bangga. Harus diakui didikan militer memang tidak pernah salah membentuk kepemimpinan yg berwibawa. Sehat utk semua pemimpin. Cc pak @SBYudhoyono dan pak @prabowo. https://t.co/e64f7KV7oc;1,86058E+18;https://pbs.twimg.com/amplify_video_thumb/1860584273096638467/img/llx3RvEla7SZbXBd.jpg;;in;Kritik Kebijakan Bukan Pribadi;103;563;569;https://x.com/jansen_jsp/status/1860584347440689159;8,56934E+17;jansen_jsp
1,86058E+18;Sun Nov 24 07:05:26 +0000 2024;349;Ada rakyt yg minta tolong nih pa presiden @prabowo https://t.co/qLqBP3jgTV;1,86058E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860578973941661698/pu/img/h-_Kvghj6cKIvzd0.jpg;;in;;16;44;223;https://x.com/Verraagustian_/status/1860580469584351333;1,52498E+18;Verraagustian_
1,86057E+18;Sun Nov 24 06:55:12 +0000 2024;255;@realfedinuril @Uki23 Lihat nih Pak Presiden @prabowo jubir Bapak si hasbi buang² anggaran utk mengangkat orang² yg pernah menghina Bapak. Ini kenapa jadi dikerebutin ma orang² yg dulu melawan Bapak ya? @Gerindra gw jadi khawatir min. Tolong jaga Pak Presiden. Prof @bang_dasco SMI turun apa?;1,86058E+18;;realfedinuril;in;;0;6;25;https://x.com/B34Rf16ht3R/status/1860577892373320055;1,51347E+18;B34Rf16ht3R
1,86058E+18;Sun Nov 24 06:50:55 +0000 2024;484;Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi.;1,86058E+18;;tempodotco;in;Indonesia;7;4;77;https://x.com/tempodotco/status/1860576818157486168;18129942;tempodotco
1,86057E+18;Sun Nov 24 06:28:32 +0000 2024;277;Menyambut Bapak Presiden @prabowo yang baru tiba di Tanah Air dari lawatan perdana ke luar negeri. Sumber Foto: Tim Media Presiden https://t.co/EDdzdRtzCl;1,86057E+18;https://pbs.twimg.com/media/GdIToW4agAAywsQ.jpg;;in;Jakarta;0;15;38;https://x.com/sjafriesjams/status/1860571184171213011;608989879;sjafriesjams
1,86055E+18;Sun Nov 24 05:01:29 +0000 2024;282;@pandji Tau gitu jabatan presiden dibagi 3 shift aja Anies siang Prabowo sore Ganjar malem gosah capek pemilu;1,86055E+18;;pandji;in;Jabodetabek;0;13;34;https://x.com/Joelboom3/status/1860549277795385630;1,31088E+18;Joelboom3
1,86054E+18;Sun Nov 24 04:44:03 +0000 2024;219;Momen Presiden @prabowo Tiba di Indonesia usai Kunjungan Kenegaraan *Presiden Prabowo presiden Indonesia bukan presiden pemilihnya dan kelompoknya saja. Yes or no? https://t.co/I16ii8y9MC;1,86054E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860544863051427840/pu/img/JmVs7Evk_Ezv5tJO.jpg;;in;Indonesia ;7;77;31;https://x.com/Mdy_Asmara1701/status/1860544888171036809;1,33485E+18;Mdy_Asmara1701
1,86053E+18;Sun Nov 24 03:49:21 +0000 2024;706;Langkah Presiden Prabowo Subianto @prabowo tiba2 terhenti saat melihat bendera UEA yg sekilas mirip bendera Palestina lalu memberi hormat penuh hikmat Semua tertegun terpana takjub Hening... Kami bangga kepadamu jendral Perjuanganmu untuk Palestina tulus https://t.co/3JmytMCsLZ;1,86053E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860531097341452288/pu/img/1pW6490aYtif8nII.jpg;;in;;8;39;48;https://x.com/BANGSAygSUJUD/status/1860531123975258303;1,18904E+18;BANGSAygSUJUD
