Topic,Count,Name,Representation,Representative_Docs
0,2832,0_prabowo_kerja_presiden_rakyat,"['prabowo', 'kerja', 'presiden', 'rakyat', 'perintah', 'jokowi', 'menteri', 'orang', 'kerja prabowo', 'presiden prabowo']","['prabowo menteri kait kapolri evaluasi fase kerja presiden prabowo', 'jelang kerja presiden prabowo evaluasi kerja menteri perform', 'koq kerja prabowo gibran kerja presiden']"
1,11,1_fufufafa_kerja_prabowo_fafa,"['fufufafa', 'kerja', 'prabowo', 'fafa', 'fufu', 'kerja fufufafa', 'prabowo kerja fufufafa', 'fufufafa prabowo', 'prabowo kerja', 'nilai']","['ralat min kerja presiden prabowo kerja fufufafa sisa kerja mulyono', 'prabowo kalo kerja nilai menteri sungkan maksimal hina nilai sadis fufufafa cerdas biadab', 'prabowo puas branding kerja bpk fufufafa periode baca bhw becus memgurus negara wakil fufufafa']"
