Unnamed: 0,full_text,text_processed
0,OK gas ...Indonesia Emas nih pak @prabowo @gibran_tweet l berkas kerja keras kalian kita memimpin klasemen pengangguran ke 1 di Asean. Kinerja kalian sangat memuaskan mayoritas para pengangguran. Siapa yang yg hendak kalian utus untuk menerima penghargaan ini ?,ok gas indonesia emas nih l berkas kerja keras pimpin klasemen anggur asean kerja muas mayoritas anggur yg utus terima harga
1,@uglygrunge1798 @Heraloebss @prabowo @gibran_tweet Ngga ada hubungannya terpilihnya presiden dan wapres dengan kepuasan setelah mereka terpilih. Emangnya kalo sudah terpilih warga indonesia harus dipaksa puas gitu? Ya ngga lah. Kepuasan itu hubungannya dengan kinerja setelah mereka terpilih. Kamu harus move on dari pemilu!,ngga hubung pilih presiden wapres puas pilih emang kalo pilih warga indonesia paksa puas gitu ya ngga puas hubung kerja pilih move on milu
2,@DedynurPalakka Kinerja? Emang pernah dikasih tugas atau misi apa sm prabowo?,kerja emang kasih tugas misi sm prabowo
3,@txtdrimedia Kinerja?? Emang dikasi tugas apa sm prabowo?,kerja emang kasi tugas sm prabowo
4,@uglygrunge1798 @Heraloebss @prabowo @gibran_tweet Demokrasi dan tupoksi kinerja NDASMU pemimpin yg tdk bisa me-manage bawahan mk hsl kerja tdk benar,demokrasi tupoksi kerja ndasmu pimpin yg tdk me manage bawah mk hsl kerja tdk
5,Ini begitu buruknya kinerja gubernur kalimantan selatan bupati @DivHumas_Polri pk @ListyoSigitP DPRD akhirnya ormas grib mewakili karyawan untuk selesaikan kewajiban kep @MahkamahAgung Cc @prabowo @habiburokhman @Yusrilihza_Mhd @bahlillahadalia @msaid_didu @DPR_RI @JimlyAs,buruk kerja gubernur kalimantan selatan bupati pk dprd ormas grib wakil karyawan selesai wajib kep cc
6,Lembaga riset independen IndoStrategi merilis hasil riset evaluasi kinerja kabinet Prabowo-Gibran dan mengidentifikasi 10 menteri denga performa tertinggi. #kabinetprabowogibran #risetindostrategi https://t.co/aw4DdFvPyW,lembaga riset independen indostrategi rilis hasil riset evaluasi kerja kabinet prabowo gibran identifikasi menteri denga performa te inggi
7,@Lembayung071 @gibran_tweet @prabowo @setkabgoid @KemensetnegRI Sy belum lihat apa kinerja gibran,sy lihat kerja gibran
8,@Mdy_Asmara1701 bukannya seharusnya puas kinerja pak prabowo.. koq jadi agak gimana gitu...,puas kerja prabowo koq gimana gitu
9,@Mdy_Asmara1701 Survey abal-abal; apa kinerja yang sudah dilakukan prabowo gibran selain kepatuhan kepada presiden terdahulu?,survey abal abal kerja prabowo gibran patuh presiden
10,@mandalika1487 @Anak__Ogi T*lol semua akun buzzer ku kira anak abah itu objektif kritis ke Prabowo ternyata ngeliat kinerja KDM yg bagus langsung keringat dingin g mau nama Anies tenggelam langsung di framing macem ,t lol akun buzzer ku anak abah objektif kritis prabowo ngeliat kerja kdm yg bagus langsung keringat dingin g nama anies tenggelam langsung framing macem
11,@ferizandra T*lol semua akun buzzer ku kira anak abah itu objektif kritis ke Prabowo ternyata ngeliat kinerja KDM yg bagus langsung keringat dingin g mau nama Anies tenggelam langsung di framing macem ,t lol akun buzzer ku anak abah objektif kritis prabowo ngeliat kerja kdm yg bagus langsung keringat dingin g nama anies tenggelam langsung framing macem
12,Kinerja 10 tahun jokowi ini pak @prabowo maka dgn segala hormat kami mohon kpd pak prabowo ..tlg jgn lindungi &amp; halang²i rakyat utk menuntut adili jokowi krn sdh banyak sekali kerusakan yg sdh dibuatnya bgs bpk dgr saran dari senior dan junior bapak para purnawirawan TNI,kerja jokowi dgn hormat mohon kpd prabowo tlg jgn lindung amp halang i rakyat utk tuntut adil jokowi krn sdh rusa yg sdh bgs bpk dgr saran senior junior purnawirawan tni
13,kinerja Gibran oke punya semoga terus meningkat https://t.co/U5hOvetaVV,kerja gibran oke moga tingkat
14,@khanifirsyad Ya Allah kirain statement beliau sebelumnya bakal berubah lah malah makin menjadi sekarang. Jadi guna menko pangan tuh apaan wahai pak presiden @prabowo jika hal begini rakyat juga yang mandiri kami bayar pajak untuk menggaji para pejabat pemerintah tapi kinerja kalian begini?,ya allah kirain statement beliau ubah menko pangan tuh presiden rakyat mandiri bayar pajak gaji jabat perintah kerja
15,@Heraloebss @Prabowo presiden yg hoby curhat anti kritik kinerja semenjak dilantik sampai saat ini sangat jauh dari harapan. Tp sy tetap berbaik sangka mungkin beliau NDASE jg mumet. Apalagi @gibran_tweet anak haram konstitusi. Ndak usah diragukan lagi tolol &amp; kedunguannya.,presiden yg hoby curhat anti kritik kerja semenjak lantik harap tp sy baik sangka beliau ndase jg mumet anak haram konstitusi ndak ragu tolol amp dungu
16,Menteri BUMN Erick Thohir menyampaikan Presiden Prabowo Subianto memerintahkan para pembantunya untuk terus memperbaiki kinerja seiring berjalannya waktu. Prabowo disebut mau pekerjaan anak buahnya ditingkatkan untuk mencegah kekalahan dalam persaingan global. #bumn https://t.co/19QQLaWq0f,menteri bumn erick thohir presiden prabowo subianto perintah bantu baik kerja iring jalan prabowo kerja anak buah tingkat cegah kalah saing global
17,Sri Mulyani Temui Prabowo di Istana Mau Lapor Hasil Negosiasi Tarif Trump dan Kinerja APBN / #srimulyani #prabowo https://t.co/jPFZZST4Cj,sri mulyani temu prabowo istana lapor hasil negosiasi tarif trump kerja apbn
18,Sri Mulyani Bertemu Prabowo di Istana Lapor Hasil Negosiasi Tarif Trump dan Kinerja APBN https://t.co/8XhgbfNLkj,sri mulyani be emu prabowo istana lapor hasil negosiasi tarif trump kerja apbn
19,@Heraloebss Yg disurvey dalam kolam semua kalo kinerja pak prabowo memang baik tp wakilnya puhhf,yg disurvey kolam kalo kerja prabowo tp wakil puhhf
20,Survei terbaru dari Rumah Politik Indonesia (RPI) mengungkapkan bahwa 76 5% responden menyatakan puas terhadap kinerja pemerintahan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka dalam enam bulan pertama masa jabatan mereka. Temuan ini menandai tingkat https://t.co/5tPpstH1Vk,survei baru rumah politik indonesia rpi responden puas kerja perintah presiden prabowo subianto wakil presiden gibran rakabuming raka enam pe ama jabat temu tanda tingkat
21,Hasil survei terbaru Rumah Politik Indonesia menunjukkan menunjukkan mayoritas publik puas dengan kinerja wakil presiden Gibran Rakabuming Raka di semester pertama pemerintahan Prabowo Subianto dan Gibran Rakabuming Raka. Berdasarkan hasil survei sebanyak 79 8 persen masyarakat https://t.co/DmVkERNJTC,hasil survei baru rumah politik indonesia mayoritas publik puas kerja wakil presiden gibran rakabuming raka semester pe ama perintah prabowo subianto gibran rakabuming raka dasar hasil survei persen masyarakat
22,@kuatji @pandji Hasan Nasbi mundur sebagai Kepala PCO karena masalah kinerja terutama setelah insiden kepala babi dikirim ke Tempo. Tanggapannya yang kontroversial menyarankan untuk memasak saja menuai kritik publik dan Presiden Prabowo yang menyebutnya ceroboh. Pandji Pragiwaksono ,hasan nasbi mundur kepala pco kerja insiden kepala babi kirim tempo tanggap kontroversial saran masak tuai kritik publik presiden prabowo sebut ceroboh pandji pragiwaksono
23,@CitraMexia @Heraloebss @Heraloebss Saya rasa survei yang menyebutkan 79 8% publik puas dengan kinerja Wapres Gibran cukup menarik tapi sayangnya survei itu belum bisa diverifikasi. Survei lain seperti dari KedaiKopi memang menunjukkan kepuasan tinggi terhadap pemerintahan Prabowo-Gibran mencapai,survei publik puas kerja wapres gibran tarik sayang survei verifikasi survei sepe i kedaikopi puas perintah prabowo gibran capai
24,Kinerja nyata dari Prabowo -Gibran yang jelas membawa hasil positif dan dinikmati rakyat banyak tentu akan tercermin dari hasil survey yang independen transparan dan akuntabel. Good Job PraGib!,kerja nyata prabowo gibran bawa hasil positif nikmat rakyat cermin hasil survey independen transparan akuntabel good job pragib
25,@NenkMonica Mending fokus awasi kinerja Pemerintah Terutama janji janji politik @prabowo Jangan biarkan umbar janji kemudian seenaknya diabaikan,mending fokus awas kerja perintah janji janji politik biar umbar janji abai
26,@BANGSAygSUJUD @prabowo @tham878 @romoatheist @kiwalipitu @Kimberley_PS08 @hasanudinsajid @gtobing2903 @FDonghun @EdySularno96489 @awikuchuz Kinerja pemerintahan Prabowo Gibran semakin nyata Indonesiaku 🇮🇩,kerja perintah prabowo gibran nyata indonesia
27,@imvibbyy @benasyid @kompascom @aniesbaswedan Dan prediksi saya jika Pak Prabowo berhasil 2 periode maka penggantinya adalah KDM (dengan syarat KDM ngak blunder parah). Maka sirnalah peluang bapak @aniesbaswedan untuk memenangkan pilpres kedepannya. Bahkan sebagian pendukung bapak sekarang banyak yg menyukai kinerja KDM.,prediksi prabowo hasil periode ganti kdm syarat kdm ngak blunder parah sirna peluang menang pilpres depan dukung yg suka kerja kdm
28,@txtdrimedia Metro bilang begitu mewakili opini SP yg menjilat penguasa untuk memperoleh kekuasaan di KMP Prabowo. Masyarakat yg mana yg puas dg kinerja Wapres Songong dan kinerja apa yg membuat masyarakat puas ? Mungkin saja SP lagi ga ngotak ngawur banget,metro bilang wakil opini sp yg jilat kuasa oleh kuasa kmp prabowo masyarakat yg yg puas dg kerja wapres songong kerja yg masyarakat puas sp ga ngotak ngawur banget
29,kinerja top banget semangat Gibran https://t.co/syD6rLzx10,kerja top banget semangat gibran
30,senang bgt liat masyarakat puas sm kinerja Gibran https://t.co/5BwfoFb5dw,senang bgt liat masyarakat puas sm kerja gibran
31,@Gojekmilitan @DediMulyadi71 @prabowo @prabowo maaf pak ini sepertinya ganggu kinerja KDM dan warga jabar yg sedang semangat melihat jabar di benahi,maaf sepe inya ganggu kerja kdm warga jabar yg semangat jabar benah
32,@arianadyani @tempodotco Ketegasan Prabowo akan mendongkrak kinerja BUMN.,tegas prabowo dongkrak kerja bumn
33,Temui Prabowo Muzani Bahas Evaluasi Kinerja BUMN https://t.co/ziGGisGc4Y #Radarjabar #BUMN #Muzani #Prabowo #EvaluasiKinerjaBUMN,temu prabowo muzani bahas evaluasi kerja bumn
34,Sejarahbaru diEra Presiden @prabowo WaPres mnjdi posisi BERKELAS &amp; perbincangan SEXY pdhl cuma BAN SEREP andai saja 16:24% tau betapa kami berdua (DwiTunggal) menghidangkan cawan² cinta meski tanpa jari jemari . ^survei Citra+ 79 9% kinerja 79 8% mati lu ~goodnight️~ https://t.co/YW53DKfLBX,sejarahbaru era presiden wapres mnjdi posisi kelas amp bincang sexy pdhl ban serep andai tau betapa dua dwitunggal hidang cawan cinta jari jemari survei citra kerja mati lu goodnight
35,@Beritasatu Prabowo kali.....plangas plongos emang punya kinerja wkwkwk,prabowo kali plangas plongos emang kerja wkwkwk
36,Survei RPI: Mayoritas Responden Puas dengan Kinerja Prabowo-Gibran https://t.co/PyU2P7hgKP,survei rpi mayoritas responden puas kerja prabowo gibran
37,@Heraloebss Puas tidak puas atas kinerjanya tapi biar bagaimanapun juga @prabowo dan @gibran_tweet ini dipilih secara demokrasi oleh rakyat Indonesia presiden dan wakil itu punya tupoksi kinerja masing² yang harus dipertanyakan itu para bawahannya apa pencapaian kerjanya?,puas puas kerja biar pilih demokrasi rakyat indonesia presiden wakil tupoksi kerja dipe anyak bawah capai kerja
38,Bagaimana menurut Netizen X-Twitter? Apakah kinerja Wapresnya Prabowo sudah cukup memuaskan? Survei : 79 8% Puas dengan Kinerja Wapres Gibran https://t.co/oAXoMffgro,netizen x twitter kerja wapresnya prabowo muas survei puas kerja wapres gibran
39,Di AS hasil survey hanya 37% rakyatnya puas terhadap kinerja pemerintahan Donald Trump di 100 hari masa kerjanya sementara di Indonesia katanya 73 % rakyatnya puas dgn kinerja pemerintahan Prabowo-Gibran di 100 hari pertama masa kerjanya...entahlah...!,as hasil survey rakyat puas kerja perintah donald trump kerja indonesia rakyat puas dgn kerja perintah prabowo gibran pe ama kerja
40,@arianadyani @tempodotco Prabowo memilih pemimpin yang tepat untuk meningkatkan kinerja BUMN.,prabowo pilih pimpin tingkat kerja bumn
41,@FradaRandi1 Kinerja Presiden Prabowo bikin masyarakat percaya masalah bisa dituntaskan dengan cara-cara positif,kerja presiden prabowo bikin masyarakat percaya tuntas positif
42,@arianadyani @tempodotco Prabowo menunjukkan bahwa kinerja BUMN harus efisien untuk kemajuan negara.,prabowo kerja bumn efisien maju negara
43,@arianadyani @tempodotco Prabowo memimpin dengan integritas untuk meningkatkan kinerja BUMN.,prabowo pimpin integritas tingkat kerja bumn
44,Survei Rumah Politik Indonesia Publik Puas dengan Kinerja Prabowo-Gibran https://t.co/Djvo2dls7p,survei rumah politik indonesia publik puas kerja prabowo gibran
45,@sharpandshark @prabowo @prabowo bukan tak paham soal itu. Tapi Prabowo tak punya cara lain utk mengamankan kekuasaan selain menggunakan tangan/kekuatan militer. Tak mungkin mempertahankan kekuasaan dgn kinerja krna bukan rahasia bhw Prabowo tak punya kompetensi yg mumpuni sbgai seorg pemimpin negara,paham prabowo utk aman kuasa tangan kuat militer mempe ahankan kuasa dgn kerja krna rahasia bhw prabowo kompetensi yg mumpuni sbgai seorg pimpin negara
46,@BebySoSweet Yang positif si teddy kali ah positif hamil kinerja si prabowo minus semua anjjjjjj,positif si teddy kali ah positif hamil kerja si prabowo minus anjjjjjj
47,Prabowo Minta Kinerja Direksi BUMN Divaluasi: Gak Bener Ganti! https://t.co/VkeNpE2A3a,prabowo kerja direksi bumn divaluasi gak bener ganti
48,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga akan dilakukan manajemen Badan Pengelola Investasi Danantara. #VideoBerita #AdadiKompas https://t.co/TchT6BD5qo,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn manajemen badan kelola investasi danantara
49,@detikcom Semogga Bapak Presiden Dapat mengapresiasi Kinerja para Adhyaksa di negara ini. Kami bangga memiliki anak bangsa seperti mereka. @prabowo @Puspenkum @KejaksaanRI @JambinKejagung,semogga presiden apresiasi kerja adhyaksa negara bangga milik anak bangsa sepe i
50,Survei Rumah Politik: Mayoritas Publik Puas dengan Kinerja Gibran di Semester Pertama Pemerintahan Prabowo-Gibran https://t.co/og8mLgRbEE,survei rumah politik mayoritas publik puas kerja gibran semester pe ama perintah prabowo gibran
51,Kinerja BUMN Jadi Sorotan Muzani-Dasco Saat Bertemu Prabowo di Istana https://t.co/iVM0xwq8G0,kerja bumn sorot muzani dasco be emu prabowo istana
52,Presiden Prabowo Subianto meminta evaluasi menyeluruh terhadap direksi BPI Danantara. Kinerja integritas dan profesionalisme menjadi tolok ukur. Direksi yang tidak memenuhi standar diminta untuk segera diganti. Ia juga menekankan pentingnya meninggalkan praktik lama yang https://t.co/XyChGuEi6g,presiden prabowo subianto evaluasi direksi bpi danantara kerja integritas profesionalisme tolok ukur direksi penuh standar ganti tekan tinggal praktik
53,Belakangan gw perhatikan kader2 partai pendukung gk terlalu agresif bela Prabowo Mrk lbh bnyk beritakan kinerja menteri2 asal partainya Ini keren Jgn terlalu militan wong akun partainya Prabowo cm posting2 makanan aja kok,gw perhati kader pa ai dukung gk agresif bela prabowo mrk lbh bnyk berita kerja menteri pa ainya keren jgn militan akun pa ainya prabowo cm posting makan aja
54,Prabowo Subianto menyampaikan bahwa nilai aset kelolaan Danantara akan segera tembus US$1 triliun sehingga perlu ada mekanisme pengelolaan yang baik serta evaluasi berkala terhadap kinerja manajemen Danantara. Simak informasi selengkapnya di video berikut ini. https://t.co/rEUzv5hDuE,prabowo subianto nilai aset kelola danantara tembus us triliun mekanisme kelola a evaluasi kala kerja manajemen danantara simak informasi lengkap video
55,Hasan Nasbi mengundurkan diri sebagai Kepala PCO sejak 21 April 2025 setelah dikritik Presiden Prabowo. Dalam suratnya ia meminta maaf atas kinerja yang dinilai kurang maksimal. Nasbi sebelumnya dilantik oleh Presiden Jokowi dan pernah memimpin Cyrus Network serta timses https://t.co/KiqZ6RdKjF,hasan nasbi undur kepala pco april kritik presiden prabowo surat maaf kerja nilai maksimal nasbi lantik presiden jokowi pimpin cyrus network a timses
56,Presiden Prabowo tegaskan untuk mengganti direksi BUMN yang tidak efisien. Hal ini merupakan komitmen pemerintah untuk memperbaiki kinerja BUMN demi kemajuan ekonomi Indonesia https://t.co/4zm4IS4KR9,presiden prabowo tegas ganti direksi bumn efisien komitmen perintah baik kerja bumn maju ekonomi indonesia
57,@ardisatriawan Arahan dan teguran yang di sampaikan pak Prabowo bersifat internal dan bertujuan untuk memperbaiki kinerja BUMN ke depan. Jadi gak semua hal harus di depan publik.,arah tegur prabowo sifat internal be uju baik kerja bumn gak publik
58,Presiden Prabowo Subianto ungkapkan potensi aset BP Danantara capai $1 triliun (Rp16.000 triliun). Ia minta manajemen evaluasi kinerja direksi dan ganti yang tidak profesional. Prabowo tekankan pentingnya memilih direksi berbasis kompetensi tanpa diskriminasi SARA atau politik. https://t.co/UNjWyhiqCN,presiden prabowo subianto ungkap potensi aset bp danantara capai triliun rp triliun manajemen evaluasi kerja direksi ganti profesional prabowo tekan pilih direksi bas kompetensi diskriminasi sara politik
59,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga harus dilakukan. #VideoBerita #AdadiKompas https://t.co/U8n8ZXFk9u,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn
60,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga harus dilakukan. #Polhuk #AdadiKompas https://t.co/kYTCtQHfq8,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn
61,Presiden Prabowo Subianto meminta semua direksi BUMN meninggalkan praktik-praktik menyimpang. Selain itu evaluasi atas kinerja direksi BUMN juga harus dilakukan. #Polhuk #AdadiKompas https://t.co/cO0895t1IL,presiden prabowo subianto direksi bumn tinggal praktik praktik simpang evaluasi kerja direksi bumn
62,Saat menghadiri Townhall Meeting Danantara bersama BUMN pada Senin (28/4) Presiden Prabowo Subianto memerintahkan manajemen BUMN dan Danantara untuk mengevaluasi kinerja jaja ran direksi. Prabowo juga meninta jajaran direksi diisi dengan orang-orang yang profesional bukan https://t.co/Tl9yRJHnUE,hadir townhall meeting danantara bumn senin presiden prabowo subianto perintah manajemen bumn danantara evaluasi kerja jaja ran direksi prabowo tinta jajar direksi isi orang orang profesional
63,evaluasi direksi BUMN? Mantap Pak Prabowo! Saatnya perbaiki kinerja demi Indonesia yg lebih sejahtera https://t.co/UjfBYPWgg1,evaluasi direksi bumn mantap prabowo baik kerja indonesia yg sejahtera
64,bravo Pak Prabowo! Dengan evaluasi rutin BUMN bs wujudkan kinerja yg bersih dan profesional. Luar biasa https://t.co/2KVMlR4ljX,bravo prabowo evaluasi rutin bumn bs wujud kerja yg bersih profesional
65,setuju bgt Pak Prabowo! Pemimpin yg tegas dan transparan sangat dibutuhkan di BUMN. Evaluasi berkala bakal bikin kinerja makin optimal https://t.co/vJlOGIYpcY,tuju bgt prabowo pimpin yg transparan butuh bumn evaluasi kala bikin kerja optimal
66,kebijakan tepat pak Prabowo! Semoga hasil evaluasi membuahkan kinerja optimal https://t.co/v9L2jJXPeR,bijak prabowo moga hasil evaluasi buah kerja optimal
67,setuju banget pak Prabowo! Evaluasi direksi BUMN penting buat tingkatkan kinerja dan cegah penyalahgunaan. Semoga langkah ini bikin BUMN makin maju. Sukses ya Pak https://t.co/bkvcYaVr0T,tuju banget prabowo evaluasi direksi bumn tingkat kerja cegah penyalahgunaan moga langkah bikin bumn maju sukses ya
68,dukung penuh keputusan Pak Prabowo! Evaluasi kerja direksi penting utk perbaikan kinerja BUMN. Semoga kebijakan ini bawa perubahan positif https://t.co/doq02GSnfQ,dukung penuh putus prabowo evaluasi kerja direksi utk baik kerja bumn moga bijak bawa ubah positif
69,dengan evaluasi ini kinerja BUMN bakal makin joss! Semangat Pak Prabowo https://t.co/DyLfWyTZXf,evaluasi kerja bumn joss semangat prabowo
70,@prabowo PECAT SAJA @ListyoSigitP DARI JABATANNYA DAN DI GANTIKAN OLEH POLISI LANTAS INI!!. RAKYAT SUDAH MUAK DENGAN KINERJA @ListyoSigitP !!. @prabowo @setkabgoid @mohmahfudmd https://t.co/TimFnhn6Vy,pecat jabat ganti polisi lantas rakyat muak kerja
71,4. Lebih lanjut Presiden Prabowo menegaskan bahwa evaluasi kinerja direksi harus dilakukan secara menyeluruh termasuk penilaian terhadap integritas dan profesionalisme. Sumber: BPMI Setpres #KemensetnegRI #RilisPresiden https://t.co/IB40Dn7XaG,presiden prabowo evaluasi kerja direksi nilai integritas profesionalisme sumber bpmi setpres
72,Akhirnya kita saling melengkapi Kinerja pemerintahan Prabowo Gibran sudah menampakkan hasil ketahanan pangan akan segera terwujud melalui swasembada beras SKYNANI MIRINDA PRESENTERS,lengkap kerja perintah prabowo gibran tampak hasil tahan pangan wujud swasembada beras skynani mirinda presenters
73,@polreshalut_ @prabowo @ListyoSigitP @ahriesonta @bareskrim Kalau ada buktinya Harus SEGERA di PTDH biar ada efek Jera agar Institusi Polri Tidak menjadi Preseden buruk di mata Masyarakat karena Sekarang di era keterbukaan informasi Masyarakat ikut MENGAWASI KINERJA setiap lembaga Negara yg DIBAYAR dengan Pajak Masyarakat ,bukti ptdh biar efek jera institusi polri preseden buruk mata masyarakat era buka informasi masyarakat awas kerja lembaga negara yg bayar pajak masyarakat
74,Presiden Prabowo Subianto menegaskan pentingnya kinerja dan integritas di tubuh BUMN. Ia mewarning para direksi agar meninggalkan praktik tak efisien dan tidak menunjukkan kemalasan. Evaluasi kinerja wajib dilakukan tapi penunjukan direksi tetap harus profesional. https://t.co/RleY9yo9Jm,presiden prabowo subianto kerja integritas tubuh bumn mewarning direksi tinggal praktik efisien malas evaluasi kerja wajib tunjuk direksi profesional
75,@DedynurPalakka Padahal lebih bagus karakter dan kinerja Gibran drpd Prabowo... Lebih muda lebih bertenaga dan wataknya juga lebih tenang dlm pengambilan keputusan - Prabowo terlalu eksplosif dan emosional Gibran lebih tenang dan rasional,bagus karakter kerja gibran drpd prabowo muda be enaga watak tenang dlm ambil putus prabowo eksplosif emosional gibran tenang rasional
76,Presiden Prabowo Subianto memerintahkan manajemen BUMN dan Danantara untuk mengevaluasi kinerja jajaran direksi. Presiden Prabowo tidak ingin ada direksi yang menyalahgunakan kewenangan dan meminta jajaran direksi diisi orang-orang profesional. #presidenprabowo #prabowo https://t.co/ErjE9fhslB,presiden prabowo subianto perintah manajemen bumn danantara evaluasi kerja jajar direksi presiden prabowo direksi menyalahgunakan wenang jajar direksi isi orang orang profesional
77,Prabowo Minta Direksi BUMN Dievaluasi: Tidak Berprestasi dan Malas-malasan Ganti! https://t.co/RtEICJ9QBh #RadarJabar #Prabowo #Indeks #BUMN #danantara #Kinerja,prabowo direksi bumn evaluasi prestasi malas malas ganti
78,Presiden Prabowo meminta seluruh jajaran direksi BUMN untuk meninggalkan praktik-praktik lama yang tidak efisien maupun yang menyimpang. Ia menegaskan bahwa evaluasi kinerja direksi harus dilakukan secara menyeluruh termasuk penilaian terhadap integritas dan profesionalisme.,presiden prabowo jajar direksi bumn tinggal praktik praktik efisien simpang evaluasi kerja direksi nilai integritas profesionalisme
79,844 BUMN Bergabung dengan Danantara Prabowo Minta Kinerja Hingga Akhlak Jajaran Direksi Dievaluasi #TribunKaltim #Danantara #Prabowo #BUMN https://t.co/t8vT4LhZpn lewat @tribunnews,bumn gabung danantara prabowo kerja akhlak jajar direksi evaluasi
80,Enam bulan memimpin Presiden Prabowo mendapat penilaian positif! Survei IDSight: 74 6% masyarakat puas dengan kinerja beliau. Stabilitas terjaga pembangunan dipercepat rakyat makin dekat. Optimisme tumbuh Indonesia makin maju! 🇮🇩 #Prabowo #IndonesiaMaju https://t.co/k1GkfSPcWB,enam pimpin presiden prabowo nilai positif survei idsight masyarakat puas kerja beliau stabilitas jaga bangun cepat rakyat optimisme tumbuh indonesia maju
81,Presiden RI Prabowo Subianto menugaskan jajaran manajemen BUMN untuk mengevaluasi kinerja watak akhlak dan prestasi direksi untuk memastikan seluruh perusahaan bergerak secara profesional dan berintegritas. . Kalau dia tidak berprestasi kalau dia malas-malasan kalau dia https://t.co/SW0VFoqL15,presiden ri prabowo subianto tugas jajar manajemen bumn evaluasi kerja watak akhlak prestasi direksi usaha gerak profesional integritas prestasi malas malas
82,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @coldbrew165 @gtobing2903 @BPOM_RI @HaloBPOM1500533 @BPOMRI Kinerja BPOm terlalu santai,kerja bpom santai
83,Selamat pagi Sahabat Kompas. Manajemen Danantara akan mengevaluasi kinerja direksi BUMN. Pada saat yang sama Presiden Prabowo menekankan pentingnya integritas dan profesionalisme dalam pengelolaan Danantara. Baca selengkapnya di sini https://t.co/CeL5Knitwr #Ekonomi https://t.co/P9WQzTygql,selamat pagi sahabat kompas manajemen danantara evaluasi kerja direksi bumn presiden prabowo tekan integritas profesionalisme kelola danantara baca lengkap
84,@prabowo @KemenkeuRI minta bantu audit kinerja Bapenda @DKIJakarta krn SPPT PBB P-2 DKI kami (L;156m) area Kel.Lebak Bulus semula 0 dalam 2 tahun ini naik tdk masuk akal 1 2 jt-1 8jt mohon tindakan anehnya Bapenda minta data untuk check (admnya buruk) @KPK_RI @OmbudsmanRI137,bantu audit kerja bapenda krn sppt pbb p dki l m area kel lebak bulus tdk masuk akal jt jt mohon tindak aneh bapenda data check admnya buruk
85,Akhlak .. Kompetensi .. Capaian Kinerja .. Prestasi Tidak memiliki 4 hal tersebut maka harus segera di evaluasi Setuju Pak Presiden @prabowo #akhlak #kompetensi #kinerja #prestasi,akhlak kompetensi capai kerja prestasi milik evaluasi tuju presiden
86,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @coldbrew165 @gtobing2903 kinerja ga perlu evaluasi pemborosan wong kalau rugi yg dievaluasi niat baiknya dulu bukan prosesnya kan pengelola tidak bisa dihukum di undang2nya kecuali negara ini tidak dijalankan berdasarkan aturan hukum/perundangan,kerja ga evaluasi boros rugi yg evaluasi niat baik proses kelola hukum undang nya kecuali negara jalan dasar atur hukum undang
87,@prabowo mau berapa banyak lagi peraturan yang dilanggar? kritik masyarakat tidak pernah didengar semakin hari semakin buruk kinerja pemerintahan elu. Indonesia punya ±280jt penduduk JANGAN SEENAKNYA MENGHANCURKAN NEGARA INI!!!,atur langgar kritik masyarakat dengar buruk kerja perintah elu indonesia jt duduk hancur negara
88,@prabowo kenapa harus gitu? urgensinya apa pers disuruh pergi? kaya gini gimana rakyat mau percaya sama kinerja pemerintahan elu!! BUBARKAN DANANTARA!!! ISINYA KORUPTOR SEMUA!!,gitu urgensi pers suruh pergi kaya gin gimana rakyat percaya kerja perintah elu bubar danantara isi koruptor
89,@BebySoSweet Mestinya kinerja Prabowo aja tanpa Blimbing Wuluh (Fufu-Fafa),mesti kerja prabowo aja blimbing wuluh fufu fafa
90,@hajihercules @tijabar @prabowo Tidak sepenuhnya seperti beli kucing dalam karung. Prabowo tampaknya sengaja mengeluarkan jurnalis dari Town Hall Danantara untuk diskusi terbuka dengan pimpinan BUMN mengkritik kinerja mereka tanpa tekanan media. Ini strategi untuk komunikasi internal yang jujur tapi memicu,sepenuh sepe i beli kucing karung prabowo sengaja keluar jurnalis town hall danantara diskusi buka pimpin bumn kritik kerja tekan media strategi komunikasi internal jujur picu
